date,importexport_1 (MW),importexport_2 (MW),importexport_3 (MW),importexport_4 (MW),importexport_5 (MW)
6/25/2012 23:00,-825,-775,-41,-43,-20
6/26/2012 0:00,-1088,-521,-65,-67,12
6/26/2012 1:00,-1098,-477,-52,-105,49
6/26/2012 2:00,-935,-645,-26,-107,-20
6/26/2012 3:00,-996,-583,-61,-96,-1
6/26/2012 4:00,-955,-467,-54,-46,-9
6/26/2012 5:00,-1117,-530,-67,-6,-36
6/26/2012 6:00,-1137,-560,-55,0,-792
6/26/2012 7:00,-968,-572,-49,12,-1029
6/26/2012 8:00,-1118,-478,0,0,-1183
6/26/2012 9:00,-1164,-484,0,-6,-1202
6/26/2012 10:00,-1132,-505,0,-135,-1233
6/26/2012 11:00,-1185,-465,0,-149,-1188
6/26/2012 12:00,-1004,-458,0,-126,-382
6/26/2012 13:00,-1126,-459,0,-101,-816
6/26/2012 14:00,-1132,-467,0,-82,-948
6/26/2012 15:00,-981,-476,0,-70,-963
6/26/2012 16:00,-911,-447,0,-89,-1503
6/26/2012 17:00,-842,-487,0,-66,-1744
6/26/2012 18:00,-739,-497,0,-48,-1741
6/26/2012 19:00,-857,-336,0,-33,-1732
6/26/2012 20:00,-1088,-218,0,8,-1727
6/26/2012 21:00,-1076,-188,0,7,-1509
6/26/2012 22:00,-1071,-442,0,-6,-1646
6/26/2012 23:00,-971,-636,0,0,-1017
6/27/2012 0:00,-954,-567,0,25,-382
6/27/2012 1:00,-996,-567,0,53,-6
6/27/2012 2:00,-932,-608,0,3,-12
6/27/2012 3:00,-919,-655,0,-72,-17
6/27/2012 4:00,-909,-663,0,-60,-89
6/27/2012 5:00,-1001,-572,0,-50,-506
6/27/2012 6:00,-1030,-306,0,-18,-488
6/27/2012 7:00,-1110,-417,0,-49,-1344
6/27/2012 8:00,-1005,-615,0,-4,-1701
6/27/2012 9:00,-956,-598,0,4,-1716
6/27/2012 10:00,-921,-676,0,-4,-1722
6/27/2012 11:00,-952,-655,0,4,-1745
6/27/2012 12:00,-922,-686,0,2,-1771
6/27/2012 13:00,-844,-748,0,-56,-1769
6/27/2012 14:00,-960,-656,0,-6,-1730
6/27/2012 15:00,-1118,-698,0,-11,-1731
6/27/2012 16:00,-960,-626,0,-35,-1772
6/27/2012 17:00,-883,-723,2,-43,-1803
6/27/2012 18:00,-1114,-746,-3,-90,-1803
6/27/2012 19:00,-961,-1017,-39,-83,-1799
6/27/2012 20:00,-786,-804,-58,-61,-1816
6/27/2012 21:00,-834,-560,-42,-67,-1543
6/27/2012 22:00,-722,-630,-62,55,-1723
6/27/2012 23:00,-752,-863,-39,52,-1363
6/28/2012 0:00,-1119,-833,-22,91,-1686
6/28/2012 1:00,-957,-1060,57,-85,-1475
6/28/2012 2:00,-876,-1097,49,4,-912
6/28/2012 3:00,-985,-1061,18,-44,-731
6/28/2012 4:00,-933,-1027,19,-44,-861
6/28/2012 5:00,-1024,-651,-53,6,-363
6/28/2012 6:00,-1086,-446,-70,34,-626
6/28/2012 7:00,-1049,-235,-57,24,-892
6/28/2012 8:00,-1020,-498,-48,-6,-1733
6/28/2012 9:00,-908,-621,-58,-8,-1769
6/28/2012 10:00,-926,-613,-110,16,-1737
6/28/2012 11:00,-999,-605,-92,-3,-1732
6/28/2012 12:00,-1063,-489,-93,-8,-1733
6/28/2012 13:00,-1054,-600,-77,-22,-1732
6/28/2012 14:00,-1071,-796,-74,-22,-1732
6/28/2012 15:00,-818,-606,-73,-20,-1731
6/28/2012 16:00,-1062,-605,-4,-90,-1729
6/28/2012 17:00,-962,-634,-49,-36,-1715
6/28/2012 18:00,-776,-714,-75,-12,-1713
6/28/2012 19:00,-825,-651,-65,-36,-1712
6/28/2012 20:00,-1045,-567,-57,-24,-1714
6/28/2012 21:00,-953,-377,-39,-50,-1713
6/28/2012 22:00,-868,-563,-57,-50,-1143
6/28/2012 23:00,-773,-759,-6,-40,-511
6/29/2012 0:00,-1104,-1028,65,-34,-468
6/29/2012 1:00,-1029,-1136,3,-24,-541
6/29/2012 2:00,-1052,-922,54,-62,-128
6/29/2012 3:00,-1176,-930,55,-72,-123
6/29/2012 4:00,-995,-1076,59,-62,-135
6/29/2012 5:00,-888,-1330,7,-30,-157
6/29/2012 6:00,-956,-850,3,-38,-381
6/29/2012 7:00,-1074,-474,3,-32,-880
6/29/2012 8:00,-1047,-264,-48,32,-574
6/29/2012 9:00,-1095,-677,-71,4,-1669
6/29/2012 10:00,-927,-837,-95,-4,-1708
6/29/2012 11:00,-899,-692,-70,2,-1708
6/29/2012 12:00,-928,-620,-111,32,-1696
6/29/2012 13:00,-824,-659,-60,6,-1646
6/29/2012 14:00,-822,-706,-121,24,-1644
6/29/2012 15:00,-806,-584,-118,38,-1645
6/29/2012 16:00,-995,-538,-120,30,-1644
6/29/2012 17:00,-885,-536,-110,34,-1643
6/29/2012 18:00,-825,-552,-108,38,-1644
6/29/2012 19:00,-877,-586,-41,54,-1643
6/29/2012 20:00,-1002,-633,-40,18,-1645
6/29/2012 21:00,-1029,-239,-39,13,-1690
6/29/2012 22:00,-748,-382,-44,2,-1647
6/29/2012 23:00,-676,-520,3,-12,-1257
6/30/2012 0:00,-943,-567,71,-13,-1577
6/30/2012 1:00,-1030,-893,73,-13,-1423
6/30/2012 2:00,-1047,-940,-47,55,-713
6/30/2012 3:00,-1038,-915,-1,63,-607
6/30/2012 4:00,-1012,-937,72,37,-246
6/30/2012 5:00,-1079,-877,56,41,-545
6/30/2012 6:00,-1121,-677,23,79,-950
6/30/2012 7:00,-1074,-804,-27,95,-1681
6/30/2012 8:00,-1076,-533,-21,108,-1713
6/30/2012 9:00,-1057,-383,-29,103,-1666
6/30/2012 10:00,-988,-320,-58,63,-1663
6/30/2012 11:00,-882,-315,-52,31,-1525
6/30/2012 12:00,-765,-510,-55,11,-692
6/30/2012 13:00,-813,-426,-60,-10,-700
6/30/2012 14:00,-795,-192,-41,9,-1078
6/30/2012 15:00,-673,-327,-62,-12,-1087
6/30/2012 16:00,-554,-495,-67,8,-1088
6/30/2012 17:00,-642,-146,-39,12,-1087
6/30/2012 18:00,-559,13,-13,-46,-1076
6/30/2012 19:00,-509,-132,-28,-44,-968
6/30/2012 20:00,-539,-110,-31,-50,-1083
6/30/2012 21:00,-604,-190,-29,2,-966
6/30/2012 22:00,-726,-477,-60,-14,-978
6/30/2012 23:00,-805,-493,-26,29,-558
7/1/2012 0:00,-826,-503,-9,-32,-33
7/1/2012 1:00,-1146,-158,-3,-49,38
7/1/2012 2:00,-1178,-133,13,-26,67
7/1/2012 3:00,-1169,-134,1,-20,26
7/1/2012 4:00,-1074,-273,-2,-26,64
7/1/2012 5:00,-966,-359,2,-10,-57
7/1/2012 6:00,-950,-300,34,-90,-20
7/1/2012 7:00,-786,-516,1,26,-733
7/1/2012 8:00,-719,-515,-1,37,-1078
7/1/2012 9:00,-1003,-318,12,9,-1089
7/1/2012 10:00,-1074,-112,-43,81,-1085
7/1/2012 11:00,-1131,-191,-51,-3,-1406
7/1/2012 12:00,-1045,-236,-45,63,-1389
7/1/2012 13:00,-974,-287,-45,-9,-1356
7/1/2012 14:00,-982,-209,-45,1,-972
7/1/2012 15:00,-853,-185,-46,11,-1359
7/1/2012 16:00,-931,-284,-43,71,-1221
7/1/2012 17:00,-764,-284,-28,85,-1385
7/1/2012 18:00,-834,-471,-49,77,-1576
7/1/2012 19:00,-948,-303,-27,41,-1639
7/1/2012 20:00,-959,-306,-9,85,-1596
7/1/2012 21:00,-1020,-271,14,15,-1533
7/1/2012 22:00,-1084,-309,25,-1,-1597
7/1/2012 23:00,-638,-396,52,-5,-1596
7/2/2012 0:00,-892,-448,32,8,-1374
7/2/2012 1:00,-1037,-303,69,-3,-959
7/2/2012 2:00,-1240,-144,67,-17,-566
7/2/2012 3:00,-1030,-370,36,-18,-306
7/2/2012 4:00,-1069,-348,34,-15,-227
7/2/2012 5:00,-1066,-249,36,0,-54
7/2/2012 6:00,-1100,-243,31,0,-743
7/2/2012 7:00,-1149,-188,19,-7,-1412
7/2/2012 8:00,-978,-4,4,25,-1569
7/2/2012 9:00,-1000,-277,-36,-11,-1584
7/2/2012 10:00,-1066,-254,-25,-13,-1585
7/2/2012 11:00,-1050,-359,-47,13,-1588
7/2/2012 12:00,-1108,-198,-29,-9,-1568
7/2/2012 13:00,-1146,-28,-50,-11,-1532
7/2/2012 14:00,-1146,-110,-47,-10,-1518
7/2/2012 15:00,-1056,-92,-46,4,-1654
7/2/2012 16:00,-1021,95,-46,-4,-1631
7/2/2012 17:00,-918,-132,-47,-5,-1692
7/2/2012 18:00,-962,-85,-45,-23,-1692
7/2/2012 19:00,-717,-287,-48,-46,-1694
7/2/2012 20:00,-481,-117,-22,-56,-1691
7/2/2012 21:00,-703,-326,-44,-44,-1692
7/2/2012 22:00,-674,-513,-2,-92,-1637
7/2/2012 23:00,-881,-750,-4,-82,-1586
7/3/2012 0:00,-961,-825,-8,-58,-1502
7/3/2012 1:00,-1077,-884,-28,-14,-1486
7/3/2012 2:00,-1127,-790,-4,-66,-991
7/3/2012 3:00,-1131,-763,-2,-90,-788
7/3/2012 4:00,-1013,-914,-16,-70,-1071
7/3/2012 5:00,-1022,-757,1,-26,-1284
7/3/2012 6:00,-944,-261,-19,-44,-1471
7/3/2012 7:00,-506,-189,-30,-6,-1649
7/3/2012 8:00,-459,-461,-47,2,-1660
7/3/2012 9:00,-530,-405,1,2,-1688
7/3/2012 10:00,-406,-562,1,48,-1707
7/3/2012 11:00,-564,-130,11,46,-1705
7/3/2012 12:00,-759,-158,-15,36,-1617
7/3/2012 13:00,-936,36,1,8,-1129
7/3/2012 14:00,-828,172,-2,2,-1097
7/3/2012 15:00,-577,119,-2,-6,-1096
7/3/2012 16:00,-169,361,1,-38,-1034
7/3/2012 17:00,33,412,75,-99,-1022
7/3/2012 18:00,-28,333,1,-54,-1023
7/3/2012 19:00,-125,330,1,-36,-1067
7/3/2012 20:00,-322,272,2,4,-1106
7/3/2012 21:00,-574,-60,2,0,-1633
7/3/2012 22:00,-524,-272,-3,-10,-1609
7/3/2012 23:00,-643,-813,2,0,-1616
7/4/2012 0:00,-704,-887,-46,0,-1587
7/4/2012 1:00,-953,-974,-7,-14,-1590
7/4/2012 2:00,-908,-1043,-24,-53,-1535
7/4/2012 3:00,-788,-1147,-8,-75,-1472
7/4/2012 4:00,-746,-1183,5,-88,-1589
7/4/2012 5:00,-973,-956,32,-77,-1589
7/4/2012 6:00,-768,-486,4,14,-1589
7/4/2012 7:00,-814,-237,-4,-1,-1589
7/4/2012 8:00,-522,-291,49,88,-1589
7/4/2012 9:00,-370,-142,0,101,-1588
7/4/2012 10:00,-174,25,0,9,-1588
7/4/2012 11:00,139,37,2,8,-1591
7/4/2012 12:00,134,55,-1,2,-1592
7/4/2012 13:00,-65,-95,1,-31,-1590
7/4/2012 14:00,-12,-188,-1,-68,-1592
7/4/2012 15:00,5,-202,0,-82,-1349
7/4/2012 16:00,23,-266,0,-86,-1648
7/4/2012 17:00,-211,-168,1,-89,-1723
7/4/2012 18:00,-275,-522,-1,-8,-1645
7/4/2012 19:00,-658,-952,2,-22,-1720
7/4/2012 20:00,-356,-830,-1,8,-1715
7/4/2012 21:00,-301,-550,-1,6,-1655
7/4/2012 22:00,-606,-779,0,10,-1635
7/4/2012 23:00,-626,-1337,2,4,-1640
7/5/2012 0:00,-1063,-1351,22,-74,-1603
7/5/2012 1:00,-1110,-1178,28,-90,-884
7/5/2012 2:00,-1090,-1247,21,-109,-260
7/5/2012 3:00,-997,-1337,32,-90,-81
7/5/2012 4:00,-1069,-1281,35,-82,-98
7/5/2012 5:00,-1099,-1266,47,-76,-568
7/5/2012 6:00,-1108,-1200,-4,24,-1186
7/5/2012 7:00,-988,-1400,-47,44,-1509
7/5/2012 8:00,-785,-1365,-82,95,-1435
7/5/2012 9:00,-975,-1258,-31,14,-1496
7/5/2012 10:00,-1025,-1011,-28,-4,-726
7/5/2012 11:00,-1131,-1283,-70,-14,-881
7/5/2012 12:00,-1102,-1409,-8,-10,-1211
7/5/2012 13:00,-1128,-1319,-4,-14,-1164
7/5/2012 14:00,-1167,-1250,-3,26,-1136
7/5/2012 15:00,-958,-1597,-1,48,-1171
7/5/2012 16:00,-825,-1238,3,81,-1146
7/5/2012 17:00,-803,-1317,-1,50,-1444
7/5/2012 18:00,-741,-1167,2,97,-1251
7/5/2012 19:00,-1052,-860,4,106,-973
7/5/2012 20:00,-1106,-1084,2,52,-1186
7/5/2012 21:00,-1003,-1066,23,-26,-908
7/5/2012 22:00,-899,-1282,20,2,-1016
7/5/2012 23:00,-832,-1387,2,46,-462
7/6/2012 0:00,-1009,-1384,22,-50,-22
7/6/2012 1:00,-897,-1343,-3,62,37
7/6/2012 2:00,-933,-1433,21,-83,3
7/6/2012 3:00,-858,-1497,40,-96,0
7/6/2012 4:00,-899,-1409,21,-112,-27
7/6/2012 5:00,-883,-1377,-16,-130,-30
7/6/2012 6:00,-978,-1277,2,-72,-96
7/6/2012 7:00,-1086,-1165,-18,-14,-80
7/6/2012 8:00,-1143,-1419,-8,153,-523
7/6/2012 9:00,-1157,-1362,1,135,-811
7/6/2012 10:00,-844,-1464,1,94,-884
7/6/2012 11:00,-734,-1243,-1,84,-699
7/6/2012 12:00,-849,-1053,1,8,-302
7/6/2012 13:00,-857,-1161,-4,-5,-315
7/6/2012 14:00,-817,-1121,-3,-5,-477
7/6/2012 15:00,-816,-1202,-3,31,-863
7/6/2012 16:00,-784,-1058,2,-11,-1294
7/6/2012 17:00,-923,-901,2,-84,-1302
7/6/2012 18:00,-807,-756,5,-82,-1388
7/6/2012 19:00,-777,-734,1,-66,-1362
7/6/2012 20:00,-880,-669,2,-80,-1398
7/6/2012 21:00,-871,-661,-1,-52,-1375
7/6/2012 22:00,-941,-805,2,-12,-944
7/6/2012 23:00,-1095,-993,51,33,-578
7/7/2012 0:00,-1060,-1150,1,35,-81
7/7/2012 1:00,-945,-1325,5,26,255
7/7/2012 2:00,-851,-1401,4,0,170
7/7/2012 3:00,-796,-1432,0,-68,118
7/7/2012 4:00,-860,-1383,-4,19,16
7/7/2012 5:00,-891,-1255,0,41,42
7/7/2012 6:00,-989,-1269,3,33,-34
7/7/2012 7:00,-1136,-1233,10,5,-24
7/7/2012 8:00,-1233,-969,1,31,-409
7/7/2012 9:00,-1134,-931,-2,0,-636
7/7/2012 10:00,-1125,-838,0,-2,-736
7/7/2012 11:00,-1161,-898,0,6,-1084
7/7/2012 12:00,-1119,-697,2,8,-761
7/7/2012 13:00,-1112,-933,2,10,-701
7/7/2012 14:00,-1095,-966,3,4,-1463
7/7/2012 15:00,-907,-789,3,-42,-833
7/7/2012 16:00,-907,-564,-2,6,-1353
7/7/2012 17:00,-1023,-413,2,-50,-1594
7/7/2012 18:00,-998,-417,-1,-10,-1582
7/7/2012 19:00,-1075,-482,-2,-50,-1583
7/7/2012 20:00,-1109,-615,-1,-40,-1588
7/7/2012 21:00,-1055,-752,0,2,-1591
7/7/2012 22:00,-908,-765,-1,41,-1553
7/7/2012 23:00,-974,-1193,11,123,-1396
7/8/2012 0:00,-969,-1169,18,9,-891
7/8/2012 1:00,-1024,-1260,19,5,-558
7/8/2012 2:00,-1033,-1278,-1,-24,-44
7/8/2012 3:00,-1080,-1171,-2,11,35
7/8/2012 4:00,-1140,-1140,-2,39,3
7/8/2012 5:00,-1114,-1102,0,3,-278
7/8/2012 6:00,-1138,-535,-2,11,-516
7/8/2012 7:00,-991,-642,0,-71,-1260
7/8/2012 8:00,-1024,-457,-1,28,-1514
7/8/2012 9:00,-1004,-666,-3,-88,-1555
7/8/2012 10:00,-904,-536,1,-38,-1357
7/8/2012 11:00,-1079,-313,-3,-43,-1379
7/8/2012 12:00,-1020,-349,1,-59,-1553
7/8/2012 13:00,-1066,-272,0,-58,-1544
7/8/2012 14:00,-1221,-338,-1,-83,-1579
7/8/2012 15:00,-1030,-655,-1,-112,-1585
7/8/2012 16:00,-1021,-859,-1,-109,-1653
7/8/2012 17:00,-1126,-940,2,-82,-1687
7/8/2012 18:00,-705,-580,2,-78,-1681
7/8/2012 19:00,-802,-523,-5,-89,-1676
7/8/2012 20:00,-1125,-489,-3,-82,-1641
7/8/2012 21:00,-1158,-565,0,-97,-1633
7/8/2012 22:00,-922,-664,1,-74,-1455
7/8/2012 23:00,-841,-1213,-3,-67,-1472
7/9/2012 0:00,-838,-1161,-1,-48,-1422
7/9/2012 1:00,-1071,-1193,1,8,-1415
7/9/2012 2:00,-1055,-1179,7,-10,-1228
7/9/2012 3:00,-1115,-1104,1,9,-1041
7/9/2012 4:00,-1079,-805,4,-28,-1246
7/9/2012 5:00,-1150,-714,1,-62,-1460
7/9/2012 6:00,-956,-479,-5,38,-1573
7/9/2012 7:00,-974,-532,1,84,-1606
7/9/2012 8:00,-700,-377,0,4,-1007
7/9/2012 9:00,-760,-647,-1,-10,-991
7/9/2012 10:00,-805,-561,1,8,-1062
7/9/2012 11:00,-979,-405,-1,7,-1089
7/9/2012 12:00,-713,-316,-2,-10,-1076
7/9/2012 13:00,-848,-267,-3,-2,-1073
7/9/2012 14:00,-864,-271,-3,-52,-879
7/9/2012 15:00,-920,-347,3,-14,-881
7/9/2012 16:00,-940,-695,-3,-4,-1457
7/9/2012 17:00,-760,-623,0,-11,-1453
7/9/2012 18:00,-736,-705,0,-74,-1649
7/9/2012 19:00,-768,-774,-2,-90,-1654
7/9/2012 20:00,-744,-798,2,-80,-1650
7/9/2012 21:00,-759,-754,2,-20,-1642
7/9/2012 22:00,-800,-787,11,-74,-1494
7/9/2012 23:00,-754,-1243,-18,36,-1052
7/10/2012 0:00,-909,-1263,-21,-38,-706
7/10/2012 1:00,-902,-1208,2,-62,-81
7/10/2012 2:00,-912,-1292,0,-94,225
7/10/2012 3:00,-949,-1288,34,-48,246
7/10/2012 4:00,-1001,-1261,51,-28,234
7/10/2012 5:00,-985,-1216,1,-24,-523
7/10/2012 6:00,-864,-906,-1,2,-756
7/10/2012 7:00,-884,-686,0,6,-1386
7/10/2012 8:00,-1103,-525,-4,-12,-1492
7/10/2012 9:00,-991,-477,-5,-14,-1524
7/10/2012 10:00,-841,-547,0,2,-1520
7/10/2012 11:00,-821,-406,3,8,-1517
7/10/2012 12:00,-1078,-317,-2,-6,-1507
7/10/2012 13:00,-1071,-372,-2,2,-1586
7/10/2012 14:00,-1037,-395,-4,-44,-1585
7/10/2012 15:00,-905,-392,-5,-8,-1609
7/10/2012 16:00,-970,-318,-3,-44,-1629
7/10/2012 17:00,-938,-282,-2,-91,-1595
7/10/2012 18:00,-997,-287,1,-98,-1587
7/10/2012 19:00,-1043,-364,54,-104,-1583
7/10/2012 20:00,-821,-416,3,-78,-1484
7/10/2012 21:00,-1008,-355,2,-10,-1302
7/10/2012 22:00,-891,-688,3,10,-819
7/10/2012 23:00,-699,-754,2,40,-86
7/11/2012 0:00,-854,-1056,-2,21,-669
7/11/2012 1:00,-939,-1201,-2,0,-538
7/11/2012 2:00,-1015,-1178,-4,-20,-247
7/11/2012 3:00,-954,-1159,1,-12,-105
7/11/2012 4:00,-956,-952,0,-11,-217
7/11/2012 5:00,-1033,-711,-5,6,-365
7/11/2012 6:00,-1067,-630,-2,2,-967
7/11/2012 7:00,-1071,-475,-4,-10,-1514
7/11/2012 8:00,-1005,-543,-5,-16,-1614
7/11/2012 9:00,-974,-281,2,-10,-1518
7/11/2012 10:00,-957,-300,0,-60,-1623
7/11/2012 11:00,-826,-221,3,-50,-1623
7/11/2012 12:00,-982,-167,-1,-54,-1603
7/11/2012 13:00,-916,-244,30,-44,-1616
7/11/2012 14:00,-1035,-113,-4,-84,-1611
7/11/2012 15:00,-1077,-107,-4,-92,-1625
7/11/2012 16:00,-1041,-129,-2,-22,-1635
7/11/2012 17:00,-1062,45,3,-54,-1638
7/11/2012 18:00,-928,12,-1,-100,-1638
7/11/2012 19:00,-843,-94,-1,-94,-1643
7/11/2012 20:00,-867,-171,1,-59,-1641
7/11/2012 21:00,-924,-383,2,4,-1390
7/11/2012 22:00,-804,-589,2,-75,-1572
7/11/2012 23:00,-870,-660,0,-78,-1181
7/12/2012 0:00,-1134,-720,-2,-96,-1087
7/12/2012 1:00,-1142,-715,11,-110,-520
7/12/2012 2:00,-1083,-776,14,-110,-9
7/12/2012 3:00,-1064,-679,69,-38,-25
7/12/2012 4:00,-1078,-835,75,-80,-625
7/12/2012 5:00,-1029,-553,0,-53,-683
7/12/2012 6:00,-1004,-549,-3,-86,-1373
7/12/2012 7:00,-733,-378,-5,-14,-1586
7/12/2012 8:00,-650,-472,2,-2,-1616
7/12/2012 9:00,-420,-437,3,46,-1622
7/12/2012 10:00,-347,-409,-3,13,-1613
7/12/2012 11:00,-852,-224,2,-30,-1615
7/12/2012 12:00,-1039,-381,1,-28,-1617
7/12/2012 13:00,-1057,-287,-1,-62,-1628
7/12/2012 14:00,-821,-332,1,-94,-1631
7/12/2012 15:00,-449,-507,1,-84,-1678
7/12/2012 16:00,-503,-506,-2,-42,-1637
7/12/2012 17:00,-471,-421,1,-86,-1629
7/12/2012 18:00,-635,-432,-1,-86,-1631
7/12/2012 19:00,-705,-482,0,-86,-1674
7/12/2012 20:00,-912,-573,-2,-70,-1624
7/12/2012 21:00,-912,-516,0,-21,-1500
7/12/2012 22:00,-880,-474,-1,-8,-1025
7/12/2012 23:00,-555,-754,2,2,-918
7/13/2012 0:00,-663,-598,-2,24,-369
7/13/2012 1:00,-757,-633,1,8,-329
7/13/2012 2:00,-910,-824,-4,-32,-158
7/13/2012 3:00,-812,-692,1,-14,68
7/13/2012 4:00,-1074,-832,-1,-74,68
7/13/2012 5:00,-1028,-809,-3,-74,54
7/13/2012 6:00,-957,-709,1,-3,41
7/13/2012 7:00,-624,-248,0,10,4
7/13/2012 8:00,-751,-444,-2,-2,-925
7/13/2012 9:00,-795,-621,-1,-10,-1541
7/13/2012 10:00,-682,-636,-3,-7,-1546
7/13/2012 11:00,-477,-606,0,-6,-1544
7/13/2012 12:00,-434,-1026,-4,-34,-1419
7/13/2012 13:00,-997,-523,-2,-12,-1541
7/13/2012 14:00,-1086,-630,1,-20,-1438
7/13/2012 15:00,-1000,-544,0,-42,-1459
7/13/2012 16:00,-999,-410,-3,-8,-1453
7/13/2012 17:00,-1015,-364,-1,-3,-1179
7/13/2012 18:00,-1051,-368,1,-66,-1381
7/13/2012 19:00,-1089,-401,0,-68,-1519
7/13/2012 20:00,-1068,-238,1,-52,-1497
7/13/2012 21:00,-804,-552,2,0,-1603
7/13/2012 22:00,-869,-772,2,6,-1624
7/13/2012 23:00,-457,-895,-2,42,-1405
7/14/2012 0:00,-343,-795,1,7,-639
7/14/2012 1:00,-758,-992,-2,53,-996
7/14/2012 2:00,-920,-976,5,7,-578
7/14/2012 3:00,-996,-1128,-2,10,-882
7/14/2012 4:00,-1097,-1236,12,-65,-730
7/14/2012 5:00,-968,-895,-32,16,-57
7/14/2012 6:00,-1010,-660,-43,-4,25
7/14/2012 7:00,-986,-365,4,-54,-351
7/14/2012 8:00,-1039,-456,0,-16,-1199
7/14/2012 9:00,-726,-351,-2,0,-1453
7/14/2012 10:00,-677,-348,-2,-14,-1508
7/14/2012 11:00,-619,-327,-1,-89,-1692
7/14/2012 12:00,-895,-493,-2,-73,-1700
7/14/2012 13:00,-853,-456,0,-73,-1701
7/14/2012 14:00,-671,-441,1,0,-1640
7/14/2012 15:00,-558,-414,0,-52,-1685
7/14/2012 16:00,-312,-237,-1,-85,-1676
7/14/2012 17:00,69,-45,1,-42,-1650
7/14/2012 18:00,-88,-138,-1,-94,-1632
7/14/2012 19:00,-263,-285,-1,-10,-1598
7/14/2012 20:00,-411,-112,-1,-6,-1628
7/14/2012 21:00,-329,-244,3,-2,-1611
7/14/2012 22:00,-516,-424,1,-44,-1444
7/14/2012 23:00,-119,-783,0,26,-837
7/15/2012 0:00,-176,-1018,-5,23,-1387
7/15/2012 1:00,-497,-949,-3,36,-1203
7/15/2012 2:00,-606,-998,-3,49,-797
7/15/2012 3:00,-665,-1062,4,42,-689
7/15/2012 4:00,-562,-856,1,44,-849
7/15/2012 5:00,-301,-493,2,102,-856
7/15/2012 6:00,-364,-387,2,185,-1248
7/15/2012 7:00,-244,-162,-1,183,-1330
7/15/2012 8:00,-336,12,3,87,-1405
7/15/2012 9:00,-455,-468,-2,83,-1536
7/15/2012 10:00,-500,-532,0,-40,-1477
7/15/2012 11:00,-652,-418,1,62,-1701
7/15/2012 12:00,-664,-478,5,18,-1638
7/15/2012 13:00,-788,-168,-1,49,-1628
7/15/2012 14:00,-616,-25,-1,34,-1342
7/15/2012 15:00,-449,-73,-3,1,-1233
7/15/2012 16:00,-654,-245,0,-16,-1463
7/15/2012 17:00,-564,-59,-2,-10,-1631
7/15/2012 18:00,-543,-60,-3,-12,-1235
7/15/2012 19:00,-507,-110,3,8,-1007
7/15/2012 20:00,-786,-229,-1,70,-1011
7/15/2012 21:00,-840,-298,0,-47,-1508
7/15/2012 22:00,-780,-377,3,-80,-1491
7/15/2012 23:00,-444,-601,-3,-60,-1489
7/16/2012 0:00,-947,-649,0,36,-1109
7/16/2012 1:00,-1085,-669,0,42,-1160
7/16/2012 2:00,-1079,-901,2,-28,-845
7/16/2012 3:00,-1048,-892,4,24,-214
7/16/2012 4:00,-1022,-902,0,4,73
7/16/2012 5:00,-1024,-724,-4,27,-426
7/16/2012 6:00,-939,-524,0,8,-896
7/16/2012 7:00,-1050,-497,0,-70,-1549
7/16/2012 8:00,-1139,-418,-2,-14,-1715
7/16/2012 9:00,-1086,-556,1,-2,-1714
7/16/2012 10:00,-939,-927,-1,-16,-1497
7/16/2012 11:00,-776,-1098,2,-4,-1238
7/16/2012 12:00,-952,-1008,-4,-16,-1438
7/16/2012 13:00,-1104,-587,-1,44,-1228
7/16/2012 14:00,-1124,-690,-5,-10,-1230
7/16/2012 15:00,-1198,-475,-2,53,-1228
7/16/2012 16:00,-1150,-356,0,-8,-903
7/16/2012 17:00,-841,-672,0,-12,-1054
7/16/2012 18:00,-788,-914,0,-48,-1377
7/16/2012 19:00,-809,-814,1,2,-1585
7/16/2012 20:00,-881,-815,2,-39,-1456
7/16/2012 21:00,-959,-888,2,-79,-1450
7/16/2012 22:00,-812,-1050,1,-26,-1417
7/16/2012 23:00,-726,-1278,27,-34,-966
7/17/2012 0:00,-868,-1370,11,-92,-623
7/17/2012 1:00,-843,-1451,52,-112,50
7/17/2012 2:00,-803,-1482,63,-124,229
7/17/2012 3:00,-946,-1350,29,-76,136
7/17/2012 4:00,-1029,-1183,21,-80,-315
7/17/2012 5:00,-1011,-1021,1,48,-9
7/17/2012 6:00,-1089,-893,-1,73,-151
7/17/2012 7:00,-1108,-792,-3,44,22
7/17/2012 8:00,-929,-934,-4,-8,-339
7/17/2012 9:00,-1036,-918,1,-4,-1029
7/17/2012 10:00,-976,-962,0,-14,-788
7/17/2012 11:00,-965,-989,2,-10,-701
7/17/2012 12:00,-864,-1135,0,-6,-1405
7/17/2012 13:00,-921,-704,-2,-39,-1309
7/17/2012 14:00,-852,-617,-1,-64,-902
7/17/2012 15:00,-904,-628,0,-54,-905
7/17/2012 16:00,-763,-634,4,-44,-1102
7/17/2012 17:00,-895,-607,0,-81,-1530
7/17/2012 18:00,-925,-589,3,-82,-1716
7/17/2012 19:00,-900,-563,-1,-18,-1641
7/17/2012 20:00,-727,-498,1,-28,-1622
7/17/2012 21:00,-883,-346,0,-32,-1492
7/17/2012 22:00,-976,-735,0,-39,-1042
7/17/2012 23:00,-1079,-1025,39,-43,-758
7/18/2012 0:00,-1040,-1186,-1,-40,-291
7/18/2012 1:00,-1024,-1209,27,-86,-399
7/18/2012 2:00,-982,-1188,0,-10,64
